"SQLInstance"|"object_name"|"counter_name"|"instance_name"|"cntr_value"|"cntr_type"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Receive I/Os/sec                                                                                                                "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Receive I/O bytes/sec                                                                                                           "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Receive I/O Len Avg                                                                                                             "|"                                                                                                                                "|"0"|"1073874176"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Receive I/O Len Avg Base                                                                                                        "|"                                                                                                                                "|"0"|"1073939712"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Message Fragment Sends/sec                                                                                                      "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Message Fragment P1 Sends/sec                                                                                                   "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Message Fragment P2 Sends/sec                                                                                                   "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Message Fragment P3 Sends/sec                                                                                                   "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Message Fragment P4 Sends/sec                                                                                                   "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Message Fragment P5 Sends/sec                                                                                                   "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Message Fragment P6 Sends/sec                                                                                                   "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Message Fragment P7 Sends/sec                                                                                                   "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Message Fragment P8 Sends/sec                                                                                                   "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Message Fragment P9 Sends/sec                                                                                                   "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Message Fragment P10 Sends/sec                                                                                                  "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Msg Fragment Send Size Avg                                                                                                      "|"                                                                                                                                "|"0"|"1073874176"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Msg Fragment Send Size Avg Base                                                                                                 "|"                                                                                                                                "|"0"|"1073939712"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Message Fragment Receives/sec                                                                                                   "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Msg Fragment Recv Size Avg                                                                                                      "|"                                                                                                                                "|"0"|"1073874176"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Msg Fragment Recv Size Avg Base                                                                                                 "|"                                                                                                                                "|"0"|"1073939712"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Pending Msg Frags for Send I/O                                                                                                  "|"                                                                                                                                "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Current Msg Frags for Send I/O                                                                                                  "|"                                                                                                                                "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Pending Bytes for Send I/O                                                                                                      "|"                                                                                                                                "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Current Bytes for Send I/O                                                                                                      "|"                                                                                                                                "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Pending Msg Frags for Recv I/O                                                                                                  "|"                                                                                                                                "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Current Bytes for Recv I/O                                                                                                      "|"                                                                                                                                "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Pending Bytes for Recv I/O                                                                                                      "|"                                                                                                                                "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Recv I/O Buffer Copies Count                                                                                                    "|"                                                                                                                                "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker/DBM Transport                                                                                                  "|"Recv I/O Buffer Copies bytes/sec                                                                                                "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Started/sec                                                                                                               "|"sampledb                                                                                                                        "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Running                                                                                                                   "|"sampledb                                                                                                                        "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Aborted/sec                                                                                                               "|"sampledb                                                                                                                        "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Task Limit Reached/sec                                                                                                          "|"sampledb                                                                                                                        "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Task Limit Reached                                                                                                              "|"sampledb                                                                                                                        "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Stored Procedures Invoked/sec                                                                                                   "|"sampledb                                                                                                                        "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Started/sec                                                                                                               "|"rdsadmin                                                                                                                        "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Running                                                                                                                   "|"rdsadmin                                                                                                                        "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Aborted/sec                                                                                                               "|"rdsadmin                                                                                                                        "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Task Limit Reached/sec                                                                                                          "|"rdsadmin                                                                                                                        "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Task Limit Reached                                                                                                              "|"rdsadmin                                                                                                                        "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Stored Procedures Invoked/sec                                                                                                   "|"rdsadmin                                                                                                                        "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Started/sec                                                                                                               "|"tempdb                                                                                                                          "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Running                                                                                                                   "|"tempdb                                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Aborted/sec                                                                                                               "|"tempdb                                                                                                                          "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Task Limit Reached/sec                                                                                                          "|"tempdb                                                                                                                          "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Task Limit Reached                                                                                                              "|"tempdb                                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Stored Procedures Invoked/sec                                                                                                   "|"tempdb                                                                                                                          "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Started/sec                                                                                                               "|"msdb                                                                                                                            "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Running                                                                                                                   "|"msdb                                                                                                                            "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Aborted/sec                                                                                                               "|"msdb                                                                                                                            "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Task Limit Reached/sec                                                                                                          "|"msdb                                                                                                                            "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Task Limit Reached                                                                                                              "|"msdb                                                                                                                            "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Stored Procedures Invoked/sec                                                                                                   "|"msdb                                                                                                                            "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Started/sec                                                                                                               "|"_Total                                                                                                                          "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Running                                                                                                                   "|"_Total                                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Tasks Aborted/sec                                                                                                               "|"_Total                                                                                                                          "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Task Limit Reached/sec                                                                                                          "|"_Total                                                                                                                          "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Task Limit Reached                                                                                                              "|"_Total                                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker Activation                                                                                                     "|"Stored Procedures Invoked/sec                                                                                                   "|"_Total                                                                                                                          "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker TO Statistics                                                                                                  "|"Transmission Obj Gets/Sec                                                                                                       "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker TO Statistics                                                                                                  "|"Transmission Obj Set Dirty/Sec                                                                                                  "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker TO Statistics                                                                                                  "|"Transmission Obj Writes/Sec                                                                                                     "|"                                                                                                                                "|"0"|"272696576"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker TO Statistics                                                                                                  "|"Avg. Length of Batched Writes                                                                                                   "|"                                                                                                                                "|"0"|"1073874176"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker TO Statistics                                                                                                  "|"Avg. Length of Batched Writes BS                                                                                                "|"                                                                                                                                "|"35322"|"1073939712"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker TO Statistics                                                                                                  "|"Avg. Time to Write Batch (ms)                                                                                                   "|"                                                                                                                                "|"11"|"1073874176"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker TO Statistics                                                                                                  "|"Avg. Time to Write Batch Base                                                                                                   "|"                                                                                                                                "|"35322"|"1073939712"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker TO Statistics                                                                                                  "|"Avg. Time Between Batches (ms)                                                                                                  "|"                                                                                                                                "|"72406181"|"1073874176"
"EC2AMAZ-2A4D56D"|"SQLServer:Broker TO Statistics                                                                                                  "|"Avg. Time Between Batches Base                                                                                                  "|"                                                                                                                                "|"35321"|"1073939712"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Lock waits                                                                                                                      "|"Average wait time (ms)                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Memory grant queue waits                                                                                                        "|"Average wait time (ms)                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Thread-safe memory objects waits                                                                                                "|"Average wait time (ms)                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Log write waits                                                                                                                 "|"Average wait time (ms)                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Log buffer waits                                                                                                                "|"Average wait time (ms)                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Network IO waits                                                                                                                "|"Average wait time (ms)                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Page IO latch waits                                                                                                             "|"Average wait time (ms)                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Page latch waits                                                                                                                "|"Average wait time (ms)                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Non-Page latch waits                                                                                                            "|"Average wait time (ms)                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Wait for the worker                                                                                                             "|"Average wait time (ms)                                                                                                          "|"1"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Workspace synchronization waits                                                                                                 "|"Average wait time (ms)                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Transaction ownership waits                                                                                                     "|"Average wait time (ms)                                                                                                          "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Lock waits                                                                                                                      "|"Waits in progress                                                                                                               "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Memory grant queue waits                                                                                                        "|"Waits in progress                                                                                                               "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Thread-safe memory objects waits                                                                                                "|"Waits in progress                                                                                                               "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Log write waits                                                                                                                 "|"Waits in progress                                                                                                               "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Log buffer waits                                                                                                                "|"Waits in progress                                                                                                               "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Network IO waits                                                                                                                "|"Waits in progress                                                                                                               "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Page IO latch waits                                                                                                             "|"Waits in progress                                                                                                               "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Page latch waits                                                                                                                "|"Waits in progress                                                                                                               "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Non-Page latch waits                                                                                                            "|"Waits in progress                                                                                                               "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Wait for the worker                                                                                                             "|"Waits in progress                                                                                                               "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Workspace synchronization waits                                                                                                 "|"Waits in progress                                                                                                               "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Transaction ownership waits                                                                                                     "|"Waits in progress                                                                                                               "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Lock waits                                                                                                                      "|"Waits started per second                                                                                                        "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Memory grant queue waits                                                                                                        "|"Waits started per second                                                                                                        "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Thread-safe memory objects waits                                                                                                "|"Waits started per second                                                                                                        "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Log write waits                                                                                                                 "|"Waits started per second                                                                                                        "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Log buffer waits                                                                                                                "|"Waits started per second                                                                                                        "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Network IO waits                                                                                                                "|"Waits started per second                                                                                                        "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Page IO latch waits                                                                                                             "|"Waits started per second                                                                                                        "|"130"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Page latch waits                                                                                                                "|"Waits started per second                                                                                                        "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Non-Page latch waits                                                                                                            "|"Waits started per second                                                                                                        "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Wait for the worker                                                                                                             "|"Waits started per second                                                                                                        "|"10"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Workspace synchronization waits                                                                                                 "|"Waits started per second                                                                                                        "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Transaction ownership waits                                                                                                     "|"Waits started per second                                                                                                        "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Lock waits                                                                                                                      "|"Cumulative wait time (ms) per second                                                                                            "|"0"|"65792"
"EC2AMAZ-2A4D56D"|"SQLServer:Wait Statistics                                                                                                       "|"Memory grant queue waits                                                                                                        "|"Cumulative wait time (ms) per second                                                                                            "|"0"|"65792"
